IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack,Dataset
175.45.176.0,0,149.171.126.13,0,176,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,19421,149.171.126.19,80,6,7.0,808,10,1150,8,27,27,19,0,0,0,62,63,447,40,40,447,808.0,1150.0,228,1,447,1,6464000,9200000,14,2,2,0,0,16383,16383,58368,228,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,187,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,29,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.13,0,134,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,33296,149.171.126.10,80,6,7.0,786,10,1272,8,27,27,19,0,0,0,62,63,508,40,40,508,786.0,1272.0,217,1,508,1,6288000,10176000,14,2,2,0,0,16383,16383,55552,217,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,49444,149.171.126.16,80,6,7.0,848,10,1192,10,27,27,19,0,0,0,62,63,428,40,40,428,848.0,1192.0,248,1,428,1,6784000,9536000,16,2,2,0,0,16383,16383,63488,248,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.19,0,216,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,170,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.12,0,1,0.0,132,2,0,0,0,0,0,0,0,0,254,254,66,66,0,66,132.0,0.0,0,0,0,0,1056000,0,2,0,0,0,0,0,0,2048,8,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,65064,149.171.126.16,80,6,7.0,830,10,1116,8,27,27,19,0,0,0,62,63,430,40,40,430,830.0,1116.0,239,1,430,1,6640000,8928000,14,2,2,0,0,16383,16383,61184,239,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,131,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,41,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.13,0,89,0.0,880,20,0,0,0,0,0,4294920,47,0,254,255,44,44,0,44,880.0,0.0,0,0,0,0,144000,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.14,0,103,0.0,480,8,0,0,0,0,0,0,0,0,254,255,60,60,0,60,480.0,0.0,0,0,0,0,3840000,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.19,0,201,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.12,0,72,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.13,0,1,0.0,2024,2,0,0,0,0,0,0,0,0,254,254,1012,1012,0,1012,2024.0,0.0,0,0,0,0,16192000,0,0,0,0,2,0,0,0,15988,62,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.12,0,231,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.14,0,89,0.0,1848,42,0,0,0,0,0,0,0,0,254,255,44,44,0,44,1848.0,0.0,0,0,0,0,14784000,0,42,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,165,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,57,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.19,0,4,0.0,180,2,0,0,0,0,0,0,0,0,254,254,90,90,0,90,180.0,0.0,0,0,0,0,1440000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.19,0,105,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.12,0,201,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,35,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,59536,149.171.126.19,80,6,7.0,882,12,1146,10,27,27,19,4294935,32,32,62,63,405,40,40,405,882.0,1146.0,225,1,405,1,208000,272000,18,2,2,0,0,16383,16383,57600,225,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.13,0,35,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,10786,149.171.126.14,80,6,7.0,796,10,1238,10,27,27,19,0,0,0,62,63,451,40,40,451,796.0,1238.0,222,1,451,1,6368000,9904000,16,2,2,0,0,16383,16383,56832,222,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,44648,149.171.126.14,80,6,7.0,806,10,1070,8,27,27,19,0,0,0,62,63,407,40,40,407,806.0,1070.0,227,1,407,1,6448000,8560000,14,2,2,0,0,16383,16383,58112,227,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,210,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.19,0,73,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,65482,149.171.126.19,80,6,7.0,796,10,1318,8,27,27,19,0,0,0,62,63,531,40,40,531,796.0,1318.0,222,1,531,1,6368000,10544000,14,2,0,2,0,16383,16383,56832,222,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,207,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,89,0.0,3024,28,0,0,0,0,0,4294951,16,0,254,255,108,108,0,108,3024.0,0.0,0,0,0,0,1416000,0,28,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,236,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,48101,149.171.126.16,80,6,7.0,852,10,1362,10,27,27,19,0,0,0,62,63,513,40,40,513,852.0,1362.0,250,1,513,1,6816000,10896000,16,2,0,2,0,16383,16383,64000,250,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,61000,149.171.126.11,80,6,7.0,810,10,1324,8,27,27,19,0,0,0,62,63,534,40,40,534,810.0,1324.0,229,1,534,1,6480000,10592000,14,2,0,2,0,16383,16383,58624,229,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,171,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,49,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,140,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,186,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,134,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.13,0,141,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.12,0,85,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,5111,149.171.126.19,80,6,7.0,842,10,1284,10,27,27,19,0,0,0,62,63,474,40,40,474,842.0,1284.0,245,1,474,1,6736000,10272000,16,2,2,0,0,16383,16383,62720,245,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.17,0,51,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,65064,149.171.126.16,80,6,7.0,1670,20,2322,16,27,27,19,4294905,62,62,62,63,476,40,40,476,1670.0,2322.0,483,2,905,2,208000,288000,28,4,4,0,0,16383,16383,58112,227,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,156,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,0,0.0,180,2,0,0,0,0,0,0,0,0,254,254,90,90,0,90,180.0,0.0,0,0,0,0,1440000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,91,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.19,0,89,0.0,1280,20,0,0,0,0,0,4294889,78,0,254,255,64,64,0,64,1280.0,0.0,0,0,0,0,128000,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.19,0,228,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,56556,149.171.126.14,80,6,7.0,810,10,1162,8,27,27,19,0,0,0,62,63,453,40,40,453,810.0,1162.0,229,1,453,1,6480000,9296000,14,2,2,0,0,16383,16383,58624,229,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.2,0,149.171.126.17,0,18,0.0,400,4,0,0,0,0,0,0,0,0,254,255,100,100,0,100,400.0,0.0,0,0,0,0,3200000,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,11,0.0,180,2,0,0,0,0,0,0,0,0,254,254,90,90,0,90,180.0,0.0,0,0,0,0,1440000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,3709,149.171.126.14,80,6,7.0,802,10,1284,8,27,27,19,0,0,0,62,63,514,40,40,514,802.0,1284.0,225,1,514,1,6416000,10272000,14,2,0,2,0,16383,16383,57600,225,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.3,0,149.171.126.19,0,150,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.12,0,145,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.0,0,149.171.126.17,0,184,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
175.45.176.1,0,149.171.126.10,0,103,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Analysis,NF-UNSW-NB15-v2
